,wind_cf
2025-01-01 00:00:00,0.15521304201572433
2025-01-01 01:00:00,0.15686340338708676
2025-01-01 02:00:00,0.15386467395380232
2025-01-01 03:00:00,0.15173111013020169
2025-01-01 04:00:00,0.13876898504868057
2025-01-01 05:00:00,0.12488266456455469
2025-01-01 06:00:00,0.12606061090095053
2025-01-01 07:00:00,0.10889195121995968
2025-01-01 08:00:00,0.09353074294949386
2025-01-01 09:00:00,0.10012705387814637
2025-01-01 10:00:00,0.09380078050026128
2025-01-01 11:00:00,0.08894219348645091
2025-01-01 12:00:00,0.08145067164633928
2025-01-01 13:00:00,0.08155168515806106
2025-01-01 14:00:00,0.09577913805738054
2025-01-01 15:00:00,0.09913260714269234
2025-01-01 16:00:00,0.09942145215340298
2025-01-01 17:00:00,0.10428576557281033
2025-01-01 18:00:00,0.11809499990261664
2025-01-01 19:00:00,0.13195799586165544
2025-01-01 20:00:00,0.1362241123809015
2025-01-01 21:00:00,0.1471310202912934
2025-01-01 22:00:00,0.1476488506298026
2025-01-01 23:00:00,0.15087923349366147
2025-01-02 00:00:00,0.14728742998591193
2025-01-02 01:00:00,0.13958494541589972
2025-01-02 02:00:00,0.1420931273348332
2025-01-02 03:00:00,0.15035825288024968
2025-01-02 04:00:00,0.14210259593325603
2025-01-02 05:00:00,0.12854296025014555
2025-01-02 06:00:00,0.11694981230736813
2025-01-02 07:00:00,0.12303057159697894
2025-01-02 08:00:00,0.10296414759996425
2025-01-02 09:00:00,0.09400493489980863
2025-01-02 10:00:00,0.09410677196473007
2025-01-02 11:00:00,0.07057916333050976
2025-01-02 12:00:00,0.08192771387748299
2025-01-02 13:00:00,0.07493413278577984
2025-01-02 14:00:00,0.08030842313288063
2025-01-02 15:00:00,0.09018144201079521
2025-01-02 16:00:00,0.10494048524429893
2025-01-02 17:00:00,0.10085228035826413
2025-01-02 18:00:00,0.12306420993283643
2025-01-02 19:00:00,0.12415445709949252
2025-01-02 20:00:00,0.1350706171631934
2025-01-02 21:00:00,0.14637264788435622
2025-01-02 22:00:00,0.1419850799697203
2025-01-02 23:00:00,0.14724035037582098
2025-01-03 00:00:00,0.14664265498733384
2025-01-03 01:00:00,0.15034538249044543
2025-01-03 02:00:00,0.1458563466170073
2025-01-03 03:00:00,0.1513058944114549
2025-01-03 04:00:00,0.135842487349837
2025-01-03 05:00:00,0.13180363241847518
2025-01-03 06:00:00,0.12291783961472834
2025-01-03 07:00:00,0.10903878464112073
2025-01-03 08:00:00,0.10939694703397788
2025-01-03 09:00:00,0.09195488280630514
2025-01-03 10:00:00,0.09931001607602903
2025-01-03 11:00:00,0.08660894645266201
2025-01-03 12:00:00,0.08742231721803642
2025-01-03 13:00:00,0.08125119317810325
2025-01-03 14:00:00,0.09090838006899585
2025-01-03 15:00:00,0.0927284343490127
2025-01-03 16:00:00,0.10844939948293582
2025-01-03 17:00:00,0.10833677126079719
2025-01-03 18:00:00,0.12233157448561534
2025-01-03 19:00:00,0.13263369358138075
2025-01-03 20:00:00,0.13980742895432718
2025-01-03 21:00:00,0.15235384365729424
2025-01-03 22:00:00,0.14302908906057238
2025-01-03 23:00:00,0.15487898905146222
2025-01-04 00:00:00,0.13810669061311287
2025-01-04 01:00:00,0.1460222837360176
2025-01-04 02:00:00,0.16098690145627728
2025-01-04 03:00:00,0.16243355293241668
2025-01-04 04:00:00,0.14697363712232855
2025-01-04 05:00:00,0.1118796496365184
2025-01-04 06:00:00,0.14930945314106744
2025-01-04 07:00:00,0.11429731965628465
2025-01-04 08:00:00,0.13700895914462385
2025-01-04 09:00:00,0.0993224095850152
2025-01-04 10:00:00,0.091479256379321
2025-01-04 11:00:00,0.07550020907329984
2025-01-04 12:00:00,0.09098665972705411
2025-01-04 13:00:00,0.07925789225180455
2025-01-04 14:00:00,0.09780237174668326
2025-01-04 15:00:00,0.0714737405756773
2025-01-04 16:00:00,0.1111149081278857
2025-01-04 17:00:00,0.1222747430806343
2025-01-04 18:00:00,0.0955129694161532
2025-01-04 19:00:00,0.1151938305416738
2025-01-04 20:00:00,0.12775052618154964
2025-01-04 21:00:00,0.15849498308570045
2025-01-04 22:00:00,0.10355204358554465
2025-01-04 23:00:00,0.15316796966139917
2025-01-05 00:00:00,0.1269439974058933
2025-01-05 01:00:00,0.1533830921404247
2025-01-05 02:00:00,0.1402733859595545
2025-01-05 03:00:00,0.13617687609249
2025-01-05 04:00:00,0.1749199009786365
2025-01-05 05:00:00,0.1052193087632971
2025-01-05 06:00:00,0.0932753804292274
2025-01-05 07:00:00,0.1181351463810364
2025-01-05 08:00:00,0.0884695478547225
2025-01-05 09:00:00,0.09795910435921548
2025-01-05 10:00:00,0.0721225021537713
2025-01-05 11:00:00,0.0979754443621421
2025-01-05 12:00:00,0.0803168538160596
2025-01-05 13:00:00,0.0891270577644234
2025-01-05 14:00:00,0.050173154565071
2025-01-05 15:00:00,0.1051521351890199
2025-01-05 16:00:00,0.1242934949525505
2025-01-05 17:00:00,0.0978551481060735
2025-01-05 18:00:00,0.0922327225623839
2025-01-05 19:00:00,0.1855699424437005
2025-01-05 20:00:00,0.1805135137440053
2025-01-05 21:00:00,0.1171144356948407
2025-01-05 22:00:00,0.1735087153302391
2025-01-05 23:00:00,0.1454397610215514
2025-01-06 00:00:00,0.15248468499521298
2025-01-06 01:00:00,0.15948944987275848
2025-01-06 02:00:00,0.14929589683618516
2025-01-06 03:00:00,0.14589827761297064
2025-01-06 04:00:00,0.13419206289500937
2025-01-06 05:00:00,0.12338817925182528
2025-01-06 06:00:00,0.12347823687225425
2025-01-06 07:00:00,0.10650952617292433
2025-01-06 08:00:00,0.10272472581480115
2025-01-06 09:00:00,0.09560573110656177
2025-01-06 10:00:00,0.07971427615141725
2025-01-06 11:00:00,0.0800509328126431
2025-01-06 12:00:00,0.0845788690335936
2025-01-06 13:00:00,0.09080842194449963
2025-01-06 14:00:00,0.08726591921599419
2025-01-06 15:00:00,0.09695593715287439
2025-01-06 16:00:00,0.10321893840842715
2025-01-06 17:00:00,0.11124588101565566
2025-01-06 18:00:00,0.1213481939496594
2025-01-06 19:00:00,0.13214770942780976
2025-01-06 20:00:00,0.14147970899175596
2025-01-06 21:00:00,0.1438569635101179
2025-01-06 22:00:00,0.15978878122607176
2025-01-06 23:00:00,0.15883791489627505
2025-01-07 00:00:00,0.1432743941032355
2025-01-07 01:00:00,0.1622044858531328
2025-01-07 02:00:00,0.15090721763808168
2025-01-07 03:00:00,0.15554645712228152
2025-01-07 04:00:00,0.1403327983534388
2025-01-07 05:00:00,0.12567734461725266
2025-01-07 06:00:00,0.13331457466297916
2025-01-07 07:00:00,0.10906448690089664
2025-01-07 08:00:00,0.10496033531876735
2025-01-07 09:00:00,0.0875897405819916
2025-01-07 10:00:00,0.09731959576330954
2025-01-07 11:00:00,0.07914341697929103
2025-01-07 12:00:00,0.068895319617464
2025-01-07 13:00:00,0.08322609187360112
2025-01-07 14:00:00,0.09999992233408281
2025-01-07 15:00:00,0.10595838627487945
2025-01-07 16:00:00,0.10374484052023153
2025-01-07 17:00:00,0.10882717933930758
2025-01-07 18:00:00,0.12344376620625601
2025-01-07 19:00:00,0.12710771036989096
2025-01-07 20:00:00,0.13896493474051536
2025-01-07 21:00:00,0.13916399191545997
2025-01-07 22:00:00,0.13633570677723367
2025-01-07 23:00:00,0.15770982507892115
2025-01-08 00:00:00,0.15126260175737433
2025-01-08 01:00:00,0.1599893258623689
2025-01-08 02:00:00,0.15760896210789446
2025-01-08 03:00:00,0.15759142884837696
2025-01-08 04:00:00,0.12319355646413493
2025-01-08 05:00:00,0.12706302263753205
2025-01-08 06:00:00,0.12267909360404627
2025-01-08 07:00:00,0.10923085581203527
2025-01-08 08:00:00,0.09934485067530942
2025-01-08 09:00:00,0.09503091460090618
2025-01-08 10:00:00,0.08448394667808544
2025-01-08 11:00:00,0.07578324503829878
2025-01-08 12:00:00,0.08759134314321261
2025-01-08 13:00:00,0.08277073103970824
2025-01-08 14:00:00,0.08798658868147256
2025-01-08 15:00:00,0.1003164429839089
2025-01-08 16:00:00,0.10428983536823384
2025-01-08 17:00:00,0.10716604168907501
2025-01-08 18:00:00,0.11317110776507915
2025-01-08 19:00:00,0.12383432588170924
2025-01-08 20:00:00,0.1408555319259406
2025-01-08 21:00:00,0.1401393998621898
2025-01-08 22:00:00,0.15385964187015705
2025-01-08 23:00:00,0.15843061367939223
2025-01-09 00:00:00,0.161705033418362
2025-01-09 01:00:00,0.1342103337744877
2025-01-09 02:00:00,0.15004199825236916
2025-01-09 03:00:00,0.12937091347387733
2025-01-09 04:00:00,0.13362452812148076
2025-01-09 05:00:00,0.1344816483243171
2025-01-09 06:00:00,0.12917421964271486
2025-01-09 07:00:00,0.12436350215964599
2025-01-09 08:00:00,0.11151441450045034
2025-01-09 09:00:00,0.08775376661157096
2025-01-09 10:00:00,0.09198269325461479
2025-01-09 11:00:00,0.08528589631404423
2025-01-09 12:00:00,0.07453001110419459
2025-01-09 13:00:00,0.08570107607778028
2025-01-09 14:00:00,0.0870757084285672
2025-01-09 15:00:00,0.1007126278172949
2025-01-09 16:00:00,0.0941507089280486
2025-01-09 17:00:00,0.11966880390021548
2025-01-09 18:00:00,0.1270043979038248
2025-01-09 19:00:00,0.13230750455425602
2025-01-09 20:00:00,0.12486208776528922
2025-01-09 21:00:00,0.13774989779540012
2025-01-09 22:00:00,0.164742773925187
2025-01-09 23:00:00,0.1626766670777931
2025-01-10 00:00:00,0.16051670895956366
2025-01-10 01:00:00,0.15470590119070154
2025-01-10 02:00:00,0.1564610916487139
2025-01-10 03:00:00,0.1397139366885131
2025-01-10 04:00:00,0.1420846397759699
2025-01-10 05:00:00,0.12997099637375317
2025-01-10 06:00:00,0.11846058245263891
2025-01-10 07:00:00,0.10232106489954747
2025-01-10 08:00:00,0.10218786552676754
2025-01-10 09:00:00,0.09040701438376735
2025-01-10 10:00:00,0.09064630567093225
2025-01-10 11:00:00,0.08758368807052061
2025-01-10 12:00:00,0.08416292664862535
2025-01-10 13:00:00,0.09332440593086472
2025-01-10 14:00:00,0.07489165324561402
2025-01-10 15:00:00,0.09027871532987541
2025-01-10 16:00:00,0.10164116252016085
2025-01-10 17:00:00,0.11474738493444023
2025-01-10 18:00:00,0.12170896633313952
2025-01-10 19:00:00,0.1244316963133072
2025-01-10 20:00:00,0.13894134584693538
2025-01-10 21:00:00,0.14282662388793602
2025-01-10 22:00:00,0.14873357193404943
2025-01-10 23:00:00,0.14607299372325533
2025-01-11 00:00:00,0.15618322698372816
2025-01-11 01:00:00,0.14641684674477276
2025-01-11 02:00:00,0.15058743746808767
2025-01-11 03:00:00,0.1378155299190226
2025-01-11 04:00:00,0.1365982511354317
2025-01-11 05:00:00,0.12276516424751349
2025-01-11 06:00:00,0.12264861251690139
2025-01-11 07:00:00,0.1160348804492711
2025-01-11 08:00:00,0.09613579597770083
2025-01-11 09:00:00,0.09081939416892877
2025-01-11 10:00:00,0.0912211537404098
2025-01-11 11:00:00,0.08586629542231558
2025-01-11 12:00:00,0.0814654443552827
2025-01-11 13:00:00,0.07872689117724674
2025-01-11 14:00:00,0.0879338515870179
2025-01-11 15:00:00,0.09811732984326897
2025-01-11 16:00:00,0.10346891860947445
2025-01-11 17:00:00,0.10537221980190443
2025-01-11 18:00:00,0.11749300033208118
2025-01-11 19:00:00,0.1268913249934767
2025-01-11 20:00:00,0.13540865988136902
2025-01-11 21:00:00,0.14578490280374673
2025-01-11 22:00:00,0.15268754319177405
2025-01-11 23:00:00,0.15484827417466876
2025-01-12 00:00:00,0.15663078989543236
2025-01-12 01:00:00,0.14980883841361145
2025-01-12 02:00:00,0.15110939350053967
2025-01-12 03:00:00,0.1556420964519496
2025-01-12 04:00:00,0.1401079527857625
2025-01-12 05:00:00,0.13200149428072805
2025-01-12 06:00:00,0.12464466939350052
2025-01-12 07:00:00,0.1140504830785704
2025-01-12 08:00:00,0.0953259756984778
2025-01-12 09:00:00,0.0971733576589404
2025-01-12 10:00:00,0.0826207989514225
2025-01-12 11:00:00,0.07980496080305302
2025-01-12 12:00:00,0.07807078289086816
2025-01-12 13:00:00,0.08680264347824783
2025-01-12 14:00:00,0.09054011917104954
2025-01-12 15:00:00,0.09537970157278118
2025-01-12 16:00:00,0.10381390076116502
2025-01-12 17:00:00,0.11080971026757537
2025-01-12 18:00:00,0.1274045035877654
2025-01-12 19:00:00,0.12985757509039314
2025-01-12 20:00:00,0.1295486883037558
2025-01-12 21:00:00,0.15315915649500547
2025-01-12 22:00:00,0.15808887309484118
2025-01-12 23:00:00,0.158940020752748
2025-01-13 00:00:00,0.1555997275984859
2025-01-13 01:00:00,0.15476999312784978
2025-01-13 02:00:00,0.15724433680099667
2025-01-13 03:00:00,0.14244217394625966
2025-01-13 04:00:00,0.13587184108550016
2025-01-13 05:00:00,0.1378318555991383
2025-01-13 06:00:00,0.1252521623680034
2025-01-13 07:00:00,0.11058955740662206
2025-01-13 08:00:00,0.10302498628799922
2025-01-13 09:00:00,0.09181587797886404
2025-01-13 10:00:00,0.09350944661059368
2025-01-13 11:00:00,0.08800371265515598
2025-01-13 12:00:00,0.09297288984216787
2025-01-13 13:00:00,0.09025842235579987
2025-01-13 14:00:00,0.08758298842459804
2025-01-13 15:00:00,0.10065138816606474
2025-01-13 16:00:00,0.10301695420595727
2025-01-13 17:00:00,0.11027526907815419
2025-01-13 18:00:00,0.12055943521183733
2025-01-13 19:00:00,0.12639129486750716
2025-01-13 20:00:00,0.13104319386175778
2025-01-13 21:00:00,0.14297257911548286
2025-01-13 22:00:00,0.1507796918827524
2025-01-13 23:00:00,0.15570110048712718
2025-01-14 00:00:00,0.15943405932601745
2025-01-14 01:00:00,0.1552432121015996
2025-01-14 02:00:00,0.15034403117588255
2025-01-14 03:00:00,0.14991710958270799
2025-01-14 04:00:00,0.13423813512406516
2025-01-14 05:00:00,0.1253316296199118
2025-01-14 06:00:00,0.12483607154070366
2025-01-14 07:00:00,0.10884142190114213
2025-01-14 08:00:00,0.0914635480706992
2025-01-14 09:00:00,0.09871422069834787
2025-01-14 10:00:00,0.08797843932690914
2025-01-14 11:00:00,0.07763531570264572
2025-01-14 12:00:00,0.08019240662261483
2025-01-14 13:00:00,0.09086182321787294
2025-01-14 14:00:00,0.08999762163406747
2025-01-14 15:00:00,0.0861051650738896
2025-01-14 16:00:00,0.10645074859248997
2025-01-14 17:00:00,0.11645607809793349
2025-01-14 18:00:00,0.11872969461076521
2025-01-14 19:00:00,0.12145574618272047
2025-01-14 20:00:00,0.1287317150935586
2025-01-14 21:00:00,0.14746651391095528
2025-01-14 22:00:00,0.14955002781076912
2025-01-14 23:00:00,0.16257681570098365
2025-01-15 00:00:00,0.15307600307432248
2025-01-15 01:00:00,0.17119496768228265
2025-01-15 02:00:00,0.16094078059668368
2025-01-15 03:00:00,0.15574613102581553
2025-01-15 04:00:00,0.1464030131099517
2025-01-15 05:00:00,0.1270891434955803
2025-01-15 06:00:00,0.13067236702591772
2025-01-15 07:00:00,0.10662637532097088
2025-01-15 08:00:00,0.09989787514671467
2025-01-15 09:00:00,0.08547481079610017
2025-01-15 10:00:00,0.08922820557187572
2025-01-15 11:00:00,0.08955262248469616
2025-01-15 12:00:00,0.07544712849571658
2025-01-15 13:00:00,0.08365065578884022
2025-01-15 14:00:00,0.08856406801696484
2025-01-15 15:00:00,0.09076667461514097
2025-01-15 16:00:00,0.1009290788582344
2025-01-15 17:00:00,0.09993880612765577
2025-01-15 18:00:00,0.12264506250526153
2025-01-15 19:00:00,0.1339103753164441
2025-01-15 20:00:00,0.1356884767157277
2025-01-15 21:00:00,0.14634063226450372
2025-01-15 22:00:00,0.14694390658835405
2025-01-15 23:00:00,0.1594092657129562
