,sabah
2025-01-01 00:00:00,0.4517279518732167
2025-01-01 01:00:00,0.4586985770744021
2025-01-01 02:00:00,0.4574372799223009
2025-01-01 03:00:00,0.4551468167904322
2025-01-01 04:00:00,0.444267313438236
2025-01-01 05:00:00,0.4561917537038176
2025-01-01 06:00:00,0.4521351620937308
2025-01-01 07:00:00,0.4565530138408028
2025-01-01 08:00:00,0.446986885156026
2025-01-01 09:00:00,0.4567326004808477
2025-01-01 10:00:00,0.4539526531343399
2025-01-01 11:00:00,0.450262113418055
2025-01-01 12:00:00,0.4659324954901165
2025-01-01 13:00:00,0.4637371764632668
2025-01-01 14:00:00,0.4525188388941434
2025-01-01 15:00:00,0.4573992939853869
2025-01-01 16:00:00,0.4622113543134732
2025-01-01 17:00:00,0.448143517205162
2025-01-01 18:00:00,0.4658881370458432
2025-01-01 19:00:00,0.4443045384750747
2025-01-01 20:00:00,0.4543389898000422
2025-01-01 21:00:00,0.4713080672531495
2025-01-01 22:00:00,0.4626972692486789
2025-01-01 23:00:00,0.4463782501970137
2025-01-02 00:00:00,0.4733558387404748
2025-01-02 01:00:00,0.4951949225096361
2025-01-02 02:00:00,0.4888898675921927
2025-01-02 03:00:00,0.499503313055831
2025-01-02 04:00:00,0.477087171640024
2025-01-02 05:00:00,0.4864114275840329
2025-01-02 06:00:00,0.5025042044253927
2025-01-02 07:00:00,0.4783267124360221
2025-01-02 08:00:00,0.5171438876954085
2025-01-02 09:00:00,0.4969866672696663
2025-01-02 10:00:00,0.4828702503773081
2025-01-02 11:00:00,0.4894917693263095
2025-01-02 12:00:00,0.497070272815674
2025-01-02 13:00:00,0.4787354843371442
2025-01-02 14:00:00,0.4856324087978552
2025-01-02 15:00:00,0.4911960164031889
2025-01-02 16:00:00,0.4884873785446968
2025-01-02 17:00:00,0.4813778939387723
2025-01-02 18:00:00,0.4952281934074481
2025-01-02 19:00:00,0.4819801128973348
2025-01-02 20:00:00,0.492120871146896
2025-01-02 21:00:00,0.4905449152788334
2025-01-02 22:00:00,0.492869246865995
2025-01-02 23:00:00,0.496751121098434
2025-01-03 00:00:00,0.5347001282627374
2025-01-03 01:00:00,0.5433373683317906
2025-01-03 02:00:00,0.5449750465015097
2025-01-03 03:00:00,0.5427145334194756
2025-01-03 04:00:00,0.5339914790358504
2025-01-03 05:00:00,0.5480110504679255
2025-01-03 06:00:00,0.5473082975654756
2025-01-03 07:00:00,0.5487014182482194
2025-01-03 08:00:00,0.5324065767242542
2025-01-03 09:00:00,0.5447643301223026
2025-01-03 10:00:00,0.5535110360555534
2025-01-03 11:00:00,0.5673642697850064
2025-01-03 12:00:00,0.5415332402516884
2025-01-03 13:00:00,0.5574766578142619
2025-01-03 14:00:00,0.561762150001317
