,sarawak
2025-01-01 00:00:00,0.5923039695017503
2025-01-01 01:00:00,0.5942933424485417
2025-01-01 02:00:00,0.593858008302624
2025-01-01 03:00:00,0.5943692993505219
2025-01-01 04:00:00,0.6069102672128541
2025-01-01 05:00:00,0.6078066389929404
2025-01-01 06:00:00,0.6054428068167911
2025-01-01 07:00:00,0.5975695212183469
2025-01-01 08:00:00,0.6070957415221483
2025-01-01 09:00:00,0.6034192905902208
2025-01-01 10:00:00,0.5878173746540186
2025-01-01 11:00:00,0.6094488301529468
2025-01-01 12:00:00,0.6113251642505849
2025-01-01 13:00:00,0.5932029083454646
2025-01-01 14:00:00,0.6059343157133505
2025-01-01 15:00:00,0.5889748416344546
2025-01-01 16:00:00,0.5965502348599437
2025-01-01 17:00:00,0.6017197833574238
2025-01-01 18:00:00,0.6112170925092841
2025-01-01 19:00:00,0.6093535871681998
2025-01-01 20:00:00,0.5938445578024107
2025-01-01 21:00:00,0.5894755366906932
2025-01-01 22:00:00,0.5964609790825545
2025-01-01 23:00:00,0.599293267086456
2025-01-02 00:00:00,0.6985041922234139
2025-01-02 01:00:00,0.7069991169196721
2025-01-02 02:00:00,0.7026711209669296
2025-01-02 03:00:00,0.6966564599826935
2025-01-02 04:00:00,0.7205487096036376
2025-01-02 05:00:00,0.6883445859917348
2025-01-02 06:00:00,0.7083490628111824
2025-01-02 07:00:00,0.7021269894820886
2025-01-02 08:00:00,0.7106486074559961
2025-01-02 09:00:00,0.6923492791156834
2025-01-02 10:00:00,0.705848003754951
2025-01-02 11:00:00,0.7060104050790276
2025-01-02 12:00:00,0.701437023509952
2025-01-02 13:00:00,0.7135263060811572
2025-01-02 14:00:00,0.7034293992357885
2025-01-02 15:00:00,0.7053576912302748
2025-01-02 16:00:00,0.7152357671923087
2025-01-02 17:00:00,0.6933301490107311
2025-01-02 18:00:00,0.7045310390655528
2025-01-02 19:00:00,0.7072294500394991
2025-01-02 20:00:00,0.7040237310699353
2025-01-02 21:00:00,0.6913278796393216
2025-01-02 22:00:00,0.7131114135923391
2025-01-02 23:00:00,0.6949349333329627
2025-01-03 00:00:00,0.5660169386462192
2025-01-03 01:00:00,0.5593442735756228
2025-01-03 02:00:00,0.5629622213548319
2025-01-03 03:00:00,0.566580011701604
2025-01-03 04:00:00,0.5640975638116968
2025-01-03 05:00:00,0.5352540293548333
2025-01-03 06:00:00,0.5604600288595825
2025-01-03 07:00:00,0.5377480271439908
2025-01-03 08:00:00,0.5594940368026372
2025-01-03 09:00:00,0.5463879273195411
2025-01-03 10:00:00,0.5720792941304965
2025-01-03 11:00:00,0.5691486679617683
2025-01-03 12:00:00,0.5570531346520766
2025-01-03 13:00:00,0.570684915561843
2025-01-03 14:00:00,0.5587090292363084
2025-01-03 15:00:00,0.5549455216974275
2025-01-03 16:00:00,0.5656640334852744
2025-01-03 17:00:00,0.5479862606396029
2025-01-03 18:00:00,0.5503166291626593
2025-01-03 19:00:00,0.5641890492363794
2025-01-03 20:00:00,0.5539249706398746
2025-01-03 21:00:00,0.5815967578856293
2025-01-03 22:00:00,0.5612195273040725
2025-01-03 23:00:00,0.5682092428289636
2025-01-04 00:00:00,0.575875658843503
2025-01-04 01:00:00,0.5819210053854709
2025-01-04 02:00:00,0.5799793907706836
2025-01-04 03:00:00,0.5696563427776088
2025-01-04 04:00:00,0.577627633189811
2025-01-04 05:00:00,0.5817532748120465
2025-01-04 06:00:00,0.5846816102525871
2025-01-04 07:00:00,0.5752532318483328
2025-01-04 08:00:00,0.5674288323873248
2025-01-04 09:00:00,0.583808215489165
2025-01-04 10:00:00,0.5942314245146245
2025-01-04 11:00:00,0.5793066758383038
2025-01-04 12:00:00,0.5806799317665887
2025-01-04 13:00:00,0.5813158897755318
2025-01-04 14:00:00,0.5841305018609617
2025-01-04 15:00:00,0.5896636070517257
2025-01-04 16:00:00,0.5634593691107673
2025-01-04 17:00:00,0.5811810544362422
2025-01-04 18:00:00,0.5787759177577187
2025-01-04 19:00:00,0.5800883334216457
2025-01-04 20:00:00,0.5815521805963108
2025-01-04 21:00:00,0.5862634395571967
2025-01-04 22:00:00,0.5802251046190388
2025-01-04 23:00:00,0.588588087865091
2025-01-05 00:00:00,0.7655238180626402
2025-01-05 01:00:00,0.7395825237909516
2025-01-05 02:00:00,0.7768381301934437
2025-01-05 03:00:00,0.7094341894338577
2025-01-05 04:00:00,0.717301349614924
2025-01-05 05:00:00,0.7511755653094558
2025-01-05 06:00:00,0.757394702606368
